,text,id,createdate,source,likes,retweets,followers,sentiment
600,our recruitment team hca healthcare help realize full professional potential apply,1334349593023139840,2020-12-03 04:11:48,CareerArc 2.0,0,0,1320,positive
601,lawnwood regional medical center collaborative healthcare network driven physician nurse colleague,1334348433872703488,2020-12-03 04:07:12,CareerArc 2.0,0,0,1244,negative
602,want work brentwood tn view late opening businessmgmt,1334342704545718275,2020-12-03 03:44:26,CareerArc 2.0,0,0,1304,negative
603,what matter u give people absolute best healthcare possible we never settle status quo joi,1334338028328767489,2020-12-03 03:25:51,CareerArc 2.0,0,0,1244,positive
604,prepare next generation leader within organization set u apart come grow u,1334331051729059841,2020-12-03 02:58:08,CareerArc 2.0,1,1,1261,neutral
605,together raise bar strive give people healthiertomorrow if commit improving live,1334330132266319878,2020-12-03 02:54:28,CareerArc 2.0,0,0,1244,positive
606,brian freeman leave hca healthcare june last year create mployer advisor platform help business sea,1334320223923687425,2020-12-03 02:15:06,True Anthem,1,0,63523,neutral
607,we eagerly embrace challenge profession welcome new opportunity grow make positive impac,1334317249935491073,2020-12-03 02:03:17,CareerArc 2.0,1,1,1244,positive
608,hca houston healthcare north cyp collaborative healthcare network driven physician nurse colleag,1334309845143412737,2020-12-03 01:33:52,CareerArc 2.0,1,1,1304,neutral
609,want work tallahassee fl view late opening rn nurselife,1334309297769988102,2020-12-03 01:31:41,CareerArc 2.0,0,0,1320,negative
610,we focus keep benefit fair smart competitive full package reward support health l,1334306866059350017,2020-12-03 01:22:01,CareerArc 2.0,0,0,1244,positive
611,we believe excellent people make excellence happen be part something big hca healthcare miami fl,1334306397572325378,2020-12-03 01:20:10,CareerArc 2.0,0,0,1304,positive
612,we believe excellent people make excellence happen be part something big hca healthcare lone tree co,1334304629845184514,2020-12-03 01:13:08,CareerArc 2.0,0,0,1307,positive
613,join hca healthcare team see late neurology job opening include critical care intensivist need,1334304541450194944,2020-12-03 01:12:47,CareerArc 2.0,0,0,123,negative
614,hca houston healthcare southeast collaborative healthcare network driven physician nurse colleague,1334299874745991168,2020-12-03 00:54:14,CareerArc 2.0,1,1,1261,neutral
615,hca healthcare invest nurse we embrace unparalleled scale new technology,1334296470611103746,2020-12-03 00:40:43,CareerArc 2.0,1,1,1244,positive
616,we seek raise bar high not healthcare everywhere by support nurse w,1334290081352273921,2020-12-03 00:15:19,CareerArc 2.0,1,1,1307,positive
617,together raise bar strive give people healthiertomorrow if commit improving live,1334286839440523266,2020-12-03 00:02:27,CareerArc 2.0,1,1,1218,positive
618,we believe excellent people make excellence happen be part something big hca healthcare wichita k,1334286087263453184,2020-12-02 23:59:27,CareerArc 2.0,0,0,1244,positive
619,hca hca healthcare inc comm top stock 128 low close 152 60 volvsavg 0 46 liq 96m,1334283371531415552,2020-12-02 23:48:40,StockPoster,1,0,9774,positive
620,hca healthcare invest nurse we embrace unparalleled scale new technology,1334282805308583937,2020-12-02 23:46:25,CareerArc 2.0,0,0,1307,positive
621,help u lead healthcare forward search available nursing opportunity like rn surgical oncology prn posi,1334281755684085760,2020-12-02 23:42:14,CareerArc 2.0,0,0,1244,positive
622,this job open hca healthcare miramar fl follow u turn mobile alert hear job like,1334279143857377281,2020-12-02 23:31:52,CareerArc 2.0,0,0,167,neutral
623,our recruitment team hca houston healthcare southeast help realize full professional poten,1334275907947642880,2020-12-02 23:19:00,CareerArc 2.0,0,0,363,positive
624,prepare next generation leader within organization set u apart come grow u,1334275705522114561,2020-12-02 23:18:12,CareerArc 2.0,1,1,1244,neutral
625,hca houston healthcare kingwood provide unparalleled career opportunity clinical specialty see,1334275531005521920,2020-12-02 23:17:30,CareerArc 2.0,1,1,1307,neutral
626,we hire nashville tn click link bio apply job consult product analyst,1334274140895735808,2020-12-02 23:11:59,CareerArc 2.0,0,0,251,neutral
627,look score job hca healthcare you luck click link bio job description inf,1334272544145215488,2020-12-02 23:05:38,CareerArc 2.0,0,0,607,neutral
628,we eagerly embrace challenge profession welcome new opportunity grow make positive impac,1334268983034347520,2020-12-02 22:51:29,CareerArc 2.0,0,0,1320,positive
629,we eagerly embrace challenge profession welcome new opportunity grow make positive impac,1334268702728933376,2020-12-02 22:50:22,CareerArc 2.0,1,1,1261,positive
630,racial justice healthcare justice singlepayernow medicareforall,1334266219021537281,2020-12-02 22:40:30,Twitter Web App,0,0,69,neutral
631,hca houston healthcare kingwood hire tx read late nurse job open via link bio,1334259289725124608,2020-12-02 22:12:58,CareerArc 2.0,0,0,363,negative
632,hca healthcare invest nurse we embrace unparalleled scale new technology,1334257577488646145,2020-12-02 22:06:10,CareerArc 2.0,0,0,1244,positive
633,want work hca healthcare far west mountain division we hire lasvegas nv click link b,1334255895794999297,2020-12-02 21:59:29,CareerArc 2.0,1,0,607,positive
634,look surgeon role sanford fl hca healthcare florida north di hire today click apply,1334248140107444224,2020-12-02 21:28:40,CareerArc 2.0,0,0,288,neutral
635,help u lead healthcare forward search available nursing opportunity like registered nurse rn prn eme,1334246416273694720,2020-12-02 21:21:49,CareerArc 2.0,1,1,1307,positive
636,want land job like neurology hca healthcare florida north division applicant track system look,1334246075452911617,2020-12-02 21:20:28,CareerArc 2.0,0,0,133,neutral
637,we believe excellent people make excellence happen be part something big hca healthcare richmond va,1334245993819168770,2020-12-02 21:20:08,CareerArc 2.0,0,0,329,positive
638,we believe excellent people make excellence happen be part something big hca healthcare salem va,1334245237611356162,2020-12-02 21:17:08,CareerArc 2.0,0,0,1218,positive
639,together raise bar strive give people healthiertomorrow if commit improving live,1334244526177669121,2020-12-02 21:14:18,CareerArc 2.0,0,0,1244,positive
640,click link bio see currently open nurse job like registered nurse rn cardiac telemetry prn,1334242668583403528,2020-12-02 21:06:55,CareerArc 2.0,0,0,363,negative
641,2020 tough year but healthcareheroes dedication fight care community ne,1334239314608316416,2020-12-02 20:53:36,Twitter Web App,11,2,14498,negative
642,the final rule issue cm 2021 physician fee schedule decrease 3 68 10 conve,1334238895735713794,2020-12-02 20:51:56,LinkedIn,0,0,594,neutral
643,help u lead healthcare forward search available nursing opportunity like rn utilization reviewer prn p,1334237460209913861,2020-12-02 20:46:14,CareerArc 2.0,0,0,1109,positive
644,sara i also think funny apparently hazard pay healthcare worker during pand,1334236966729072640,2020-12-02 20:44:16,Twitter for iPhone,0,0,0,positive
645,hca houston healthcare northwest hire houston tx read late other accounting amp finance job ope,1334236148814635013,2020-12-02 20:41:01,CareerArc 2.0,0,0,305,negative
646,want work hca houston healthcare clear lake we hire webster tx click detail businessmgmt,1334236028672987137,2020-12-02 20:40:32,CareerArc 2.0,1,1,1304,positive
647,hca healthcare continental div grow click apply physician position denver co toda,1334230129762070531,2020-12-02 20:17:06,CareerArc 2.0,0,0,98,neutral
648,be nurse student training bc do want earn learn work hca help gain u,1334229629322878983,2020-12-02 20:15:07,Hootsuite Inc.,2,3,58,neutral
649,we hire click apply pathologist assistant kansascity mo healthcare,1334228701865594880,2020-12-02 20:11:25,CareerArc 2.0,0,1,1320,neutral
650,hca healthcare look teammate like see late account job opening include medical insur,1334218979263488001,2020-12-02 19:32:47,CareerArc 2.0,0,0,353,negative
651,the weather get colder foco a friendly reminder healthcare association forsyth county hca,1334218605475532805,2020-12-02 19:31:18,Twitter Web App,0,0,862,negative
652,we believe excellent people make excellence happen be part something big hca healthcare belton mo,1334217894440230913,2020-12-02 19:28:29,CareerArc 2.0,0,0,1304,positive
653,job nursing nurse hca healthcare covid preston lancashire 4 nurse 4 health care assistant,1334216097050939392,2020-12-02 19:21:20,Twitter for Android,0,0,2262,neutral
654,we focus keep benefit fair smart competitive full package reward support health l,1334213373924311040,2020-12-02 19:10:31,CareerArc 2.0,0,0,1244,positive
655,be part team put care improvement human life else we believe excellent people,1334211092025786368,2020-12-02 19:01:27,CareerArc 2.0,0,0,346,positive
656,we hire webster tx click link bio apply job registered nurse prn nicu,1334209369961951234,2020-12-02 18:54:36,CareerArc 2.0,0,0,363,neutral
657,together raise bar strive give people healthiertomorrow if commit improving live,1334195409032339456,2020-12-02 17:59:08,CareerArc 2.0,0,0,384,positive
658,look score job hca healthcare capital division you luck click link bio job,1334194107703468037,2020-12-02 17:53:58,CareerArc 2.0,0,0,237,neutral
659,look physician assistant position conroe tx hca healthcare gulf coast divi hire today cli,1334192758886526976,2020-12-02 17:48:36,CareerArc 2.0,0,0,363,neutral
660,together raise bar strive give people healthiertomorrow if commit improving live,1334192616074661888,2020-12-02 17:48:02,CareerArc 2.0,0,0,1244,positive
661,we hire nashville tn click link bio apply job senior functional test anal,1334186915898159104,2020-12-02 17:25:23,CareerArc 2.0,0,0,406,neutral
662,what matter u give people absolute best healthcare possible we never settle status quo joi,1334184964850475009,2020-12-02 17:17:38,CareerArc 2.0,0,0,1244,positive
663,this neurology job might great fit click link bio see orlando hospital ad,1334183713899364354,2020-12-02 17:12:39,CareerArc 2.0,0,0,133,positive
664,we believe excellent people make excellence happen be part something big hca healthcare asheville n,1334182911378034689,2020-12-02 17:09:28,CareerArc 2.0,0,0,1218,positive
665,west hill hospital provide unparalleled career opportunity clinical specialty see right,1334182216432140290,2020-12-02 17:06:42,CareerArc 2.0,0,0,1244,positive
666,we commit inclusive respectful place value talented diverse colleague join team,1334181609776455680,2020-12-02 17:04:18,CareerArc 2.0,1,1,1304,positive
667,the hca healthcare ambulatory surgery division know mask best first defense prevent spre,1334179401156751364,2020-12-02 16:55:31,Twitter Web App,1,0,73,positive
668,hca healthcare midamerica divi grow click apply nurse practitioner position,1334176223069552642,2020-12-02 16:42:54,CareerArc 2.0,0,0,59,neutral
669,the hca healthcare continental division use meditech magic emr since long implement stable,1334173926436421633,2020-12-02 16:33:46,Twitter Web App,1,0,5688,positive
670,north florida outpatient image collaborative healthcare network driven physician nurse colleag,1334171814713389058,2020-12-02 16:25:22,CareerArc 2.0,0,0,1244,neutral
671,new job healthcare assistant hospital base experience require location cardiff salary 9ph 15 5ph,1334163098278780933,2020-12-02 15:50:44,Adcourier,0,0,446,negative
672,help u lead healthcare forward search available nursing opportunity like registered nurse medical te,1334161441708916737,2020-12-02 15:44:09,CareerArc 2.0,1,1,1244,positive
673,we believe colleague worth paycheck that provide number b,1334154440836673536,2020-12-02 15:16:20,CareerArc 2.0,1,1,1261,positive
674,we excite opportunity nurse ready take next step career hca houston healthcare wes,1334154113320411145,2020-12-02 15:15:02,LinkedIn,1,0,72,positive
675,together raise bar strive give people healthiertomorrow if commit improving live,1334151743509209088,2020-12-02 15:05:37,CareerArc 2.0,0,0,1218,positive
676,hca healthcare invest nurse we embrace unparalleled scale new technology,1334151675435597824,2020-12-02 15:05:21,CareerArc 2.0,0,0,1307,positive
677,we one nation lead provider healthcare service help u continue thrive next post acu,1334151036693581825,2020-12-02 15:02:49,CareerArc 2.0,0,0,1244,neutral
678,hca not protect employee healthcare worker drastically high contract,1334149344157523968,2020-12-02 14:56:05,Twitter for iPhone,3,0,5,positive
679,scipio i hope need people call hero hca protect th,1334149175198433280,2020-12-02 14:55:25,Twitter for iPhone,5,0,5,neutral
680,they want hero they want keep safe hca not protect,1334148686134214660,2020-12-02 14:53:28,Twitter for iPhone,1,0,5,positive
681,what be a healthcare assistant take career opportunity healthcare assistant see full video,1334148237423501313,2020-12-02 14:51:41,Twitter Web App,0,0,206,positive
682,prepare next generation leader within organization set u apart come grow u,1334148122386206720,2020-12-02 14:51:14,CareerArc 2.0,0,0,1320,neutral
683,hire experience register nurse rn cardiac cath lab hca houston healthcare medical center great opportun,1334143002181296130,2020-12-02 14:30:53,LinkedIn,0,0,92,positive
684,please meet daniel wolfrey rn hca virginia healthcare hero in november unit notify smoke,1334142800162660352,2020-12-02 14:30:05,Khoros,1,1,411,neutral
685,look join the stepping stone group career hca healthcare charter school usa,1334138144812265472,2020-12-02 14:11:35,CareerArc 2.0,0,0,268,neutral
686,hca healthcare continental division hire wichita k read late obgyn job open via l,1334137769916940289,2020-12-02 14:10:06,CareerArc 2.0,0,0,86,negative
687,covid19 challenge u find new way serve capital regional medical center hca healthcare,1334137579772522497,2020-12-02 14:09:20,Khoros,2,0,1811,positive
688,together raise bar strive give people healthiertomorrow if commit improving live,1334136552486670340,2020-12-02 14:05:15,CareerArc 2.0,0,0,1244,positive
689,we believe excellent people make excellence happen be part something big hca healthcare orangepark,1334130953682182144,2020-12-02 13:43:00,CareerArc 2.0,0,0,1218,positive
690,be look position company feel support personally professionally well respo,1334130197470212096,2020-12-02 13:40:00,CareerArc 2.0,1,1,1244,positive
691,above else commit care improvement human life this include colleague if,1334129814303768578,2020-12-02 13:38:29,CareerArc 2.0,1,1,1307,neutral
692,brian freeman leave hca healthcare june last year create mployer advisor platform help business sea,1334127709082050560,2020-12-02 13:30:07,True Anthem,1,0,63523,neutral
693,we believe excellent people make excellence happen be part something big hca healthcare kansascity,1334112367009959940,2020-12-02 12:29:09,CareerArc 2.0,0,0,1244,positive
694,together raise bar strive give people healthiertomorrow if commit improving live,1334107975133274117,2020-12-02 12:11:42,CareerArc 2.0,1,1,1307,positive
695,be part team put care improvement human life else we believe excellent people,1334107846011621377,2020-12-02 12:11:11,CareerArc 2.0,0,0,1320,positive
696,hca houston healthcare kingwood provide unparalleled career opportunity clinical specialty see,1334102462605606912,2020-12-02 11:49:48,CareerArc 2.0,1,1,1261,neutral
697,we recruit health care assistant work client luton to find see click l,1334096235305820160,2020-12-02 11:25:03,Hootsuite Inc.,0,0,435,neutral
698,together raise bar strive give people healthiertomorrow if commit improving live,1334089380034617345,2020-12-02 10:57:49,CareerArc 2.0,0,0,1218,positive
699,we seek raise bar high not healthcare everywhere be big goal,1334088617443037187,2020-12-02 10:54:47,CareerArc 2.0,0,0,1244,positive
700,we seek raise bar high not healthcare everywhere be big goal,1334088617443037187,2020-12-02 10:54:47,CareerArc 2.0,0,0,1244,positive
701,we believe colleague worth paycheck that provide number b,1334087441213394945,2020-12-02 10:50:06,CareerArc 2.0,1,1,1304,positive
702,together raise bar strive give people healthiertomorrow if commit improving live,1334086135304228864,2020-12-02 10:44:55,CareerArc 2.0,1,1,1307,positive
703,we believe excellent people make excellence happen be part something big hca healthcare corp christi,1334081672954843136,2020-12-02 10:27:11,CareerArc 2.0,1,1,1261,positive
704,together raise bar strive give people healthiertomorrow if commit improving live,1334078250667053059,2020-12-02 10:13:35,CareerArc 2.0,0,0,1244,positive
705,kansa city mo usa medical assistant prn prn per diem we seek medical assistant like yo prn per diem,1334075877685157889,2020-12-02 10:04:09,SocialOomph,0,0,101,neutral
706,we seek raise bar high not healthcare everywhere be big goal,1334067838185857025,2020-12-02 09:32:13,CareerArc 2.0,0,0,1244,positive
707,win winningwednesday careagency feedback honesty truth listen staff weekly hiring nurse 2020,1334067564255784968,2020-12-02 09:31:07,Kontentino,0,0,2,positive
708,above else commit care improvement human life this include colleague if,1334067535856058370,2020-12-02 09:31:00,CareerArc 2.0,0,0,1320,neutral
709,we recruit health care assistant work client luton to find see click l,1334066037034201089,2020-12-02 09:25:03,Hootsuite Inc.,0,0,435,neutral
710,we focus keep benefit fair smart competitive full package reward support health l,1334063968185319424,2020-12-02 09:16:50,CareerArc 2.0,0,0,1244,positive
711,want work houston tx view late opening businessmgmt,1334060888504954882,2020-12-02 09:04:36,CareerArc 2.0,1,1,1261,negative
712,hca healthcare invest nurse we embrace unparalleled scale new technology,1334058197024264199,2020-12-02 08:53:54,CareerArc 2.0,0,0,1218,positive
713,prepare next generation leader within organization set u apart come grow u,1334042461555937281,2020-12-02 07:51:22,CareerArc 2.0,1,1,1307,neutral
714,hca healthcare invest nurse we embrace unparalleled scale new technology,1334040103270825984,2020-12-02 07:42:00,CareerArc 2.0,1,1,1261,positive
715,together raise bar strive give people healthiertomorrow if commit improving live,1334037410041143296,2020-12-02 07:31:18,CareerArc 2.0,0,0,1218,positive
716,we believe excellent people make excellence happen be part something big hca healthcare texascity t,1334035189249363969,2020-12-02 07:22:28,CareerArc 2.0,1,1,1307,positive
717,together raise bar strive give people healthiertomorrow if commit improving live,1334026262369640449,2020-12-02 06:47:00,CareerArc 2.0,0,0,1244,positive
718,we believe excellent people make excellence happen be part something big hca healthcare brevard nc,1334020640131608576,2020-12-02 06:24:40,CareerArc 2.0,0,0,1307,positive
719,carepartners collaborative healthcare network driven physician nurse colleague help,1334015871270862848,2020-12-02 06:05:43,CareerArc 2.0,0,0,1244,neutral
720,what matter u give people absolute best healthcare possible we never settle status quo joi,1334015574632845313,2020-12-02 06:04:32,CareerArc 2.0,0,0,1244,positive
721,together raise bar strive give people healthiertomorrow if commit improving live,1334006238921719808,2020-12-02 05:27:26,CareerArc 2.0,0,0,1218,positive
722,we believe excellent people make excellence happen be part something big hca healthcare,1333997148002652160,2020-12-02 04:51:19,CareerArc 2.0,0,0,1109,positive
723,be look position company feel support personally professionally well respo,1333996731462164480,2020-12-02 04:49:39,CareerArc 2.0,1,1,1304,positive
724,new article global alternate site infusion therapy market 2020 industry share option care health pharmerica h,1333996501383655424,2020-12-02 04:48:45,App for FintechZoom.com,0,0,4631,positive
725,we one nation lead provider healthcare service help u continue thrive next register,1333991514070949896,2020-12-02 04:28:55,CareerArc 2.0,1,1,1307,neutral
726,we commit inclusive respectful place value talented diverse colleague join team,1333986924189474816,2020-12-02 04:10:41,CareerArc 2.0,0,0,1320,positive
727,we hire click apply administrative director marketing patientcare administrative,1333978598185725953,2020-12-02 03:37:36,CareerArc 2.0,1,1,1304,neutral
728,our recruitment team hca houston healthcare clear lake help realize full professional pote,1333977758490214400,2020-12-02 03:34:16,CareerArc 2.0,1,1,1261,positive
729,hca healthcare collaborative healthcare network driven physician nurse colleague help othe,1333946623387262982,2020-12-02 01:30:33,CareerArc 2.0,0,0,1320,neutral
730,we seek raise bar high not healthcare everywhere be big goal,1333943053329997825,2020-12-02 01:16:22,CareerArc 2.0,1,1,1244,positive
731,top 25 healthcare stock market cap 1 billion 20 day nnox alxo accd,1333942945028993030,2020-12-02 01:15:56,,0,0,118,positive
732,we strive place nurse create healthiertomorrows every patient serve,1333925806574170112,2020-12-02 00:07:50,CareerArc 2.0,1,1,1261,neutral
733,hca hca healthcare inc comm top stock 128 low close 151 91 volvsavg 0 47 liq 104m,1333924917058949122,2020-12-02 00:04:18,StockPoster,0,0,9774,positive
734,click link bio see currently open physician job like hematology oncology opportunity rochester,1333914773767942144,2020-12-01 23:23:59,CareerArc 2.0,0,0,92,neutral
735,if look work tomball tx check job rn,1333913145933328384,2020-12-01 23:17:31,CareerArc 2.0,0,0,363,neutral
736,if look work orangepark fl check psychiatry job via link bio psychiatrist,1333913091352928258,2020-12-01 23:17:18,CareerArc 2.0,0,0,109,neutral
737,attitude may change science remain mask wear save life keep right join h,1333908815931203584,2020-12-01 23:00:19,Khoros,1,1,1652,positive
738,attitude may change science remain mask wear save life keep right join h,1333908814983274505,2020-12-01 23:00:18,Khoros,0,0,166,positive
739,attitude may change science remain mask wear save life keep right join h,1333908814811295748,2020-12-01 23:00:18,Khoros,0,0,2285,positive
740,attitude may change science remain mask wear save life keep right join h,1333908814312202241,2020-12-01 23:00:18,Khoros,0,0,1391,positive
741,attitude may change science remain mask wear save life keep right join h,1333908813817257992,2020-12-01 23:00:18,Khoros,0,0,2527,positive
742,attitude may change science remain mask wear save life keep right join h,1333908813263540229,2020-12-01 23:00:18,Khoros,0,0,782,positive
743,attitude may change science remain mask wear save life keep right join h,1333908812449845248,2020-12-01 23:00:18,Khoros,1,0,1824,positive
744,attitude may change science remain mask wear save life keep right join h,1333908811963314177,2020-12-01 23:00:18,Khoros,0,0,2787,positive
745,attitude may change science remain mask wear save life keep right join h,1333908811913060353,2020-12-01 23:00:18,Khoros,1,1,1670,positive
746,attitude may change science remain mask wear save life keep right join h,1333908811665580037,2020-12-01 23:00:18,Khoros,0,0,620,positive
747,attitude may change science remain mask wear save life keep right join h,1333908811632013313,2020-12-01 23:00:18,Khoros,0,0,1853,positive
748,attitude may change science remain mask wear save life keep right join h,1333908811573309441,2020-12-01 23:00:18,Khoros,0,0,1599,positive
749,attitude may change science remain mask wear save life keep right join h,1333908811061530624,2020-12-01 23:00:18,Khoros,2,0,1986,positive
750,attitude may change science remain mask wear save life keep right join h,1333908810574999552,2020-12-01 23:00:17,Khoros,0,0,362,positive
751,what matter u give people absolute best healthcare possible we never settle status quo joi,1333901486754029573,2020-12-01 22:31:11,CareerArc 2.0,1,1,1244,positive
752,hca hca healthcare inc comm lead stock breakoutwatch recent close 151 91 liquidity 104m,1333898766613622790,2020-12-01 22:20:23,StockPoster,0,0,9774,neutral
753,join hca healthcare florida west division team see late neurology job opening include neurologis,1333896009026473984,2020-12-01 22:09:25,CareerArc 2.0,0,0,133,negative
754,we believe excellent people make excellence happen be part something big hca healthcare oviedo fl,1333894633974157314,2020-12-01 22:03:57,CareerArc 2.0,0,0,1244,positive
755,what matter u give people absolute best healthcare possible we never settle status quo joi,1333884227083923456,2020-12-01 21:22:36,CareerArc 2.0,1,1,1261,positive
756,healthcare specific product along sada expertise healthcareit space make partn,1333879545091469314,2020-12-01 21:04:00,HubSpot,2,1,3194,neutral
757,want work webster tx view late opening pharmacy,1333873845346783233,2020-12-01 20:41:21,CareerArc 2.0,1,1,1261,negative
758,together raise bar strive give people healthiertomorrow if commit improving live,1333871154486857728,2020-12-01 20:30:40,CareerArc 2.0,0,0,1218,positive
759,we one nation lead provider healthcare service help u continue thrive next nicu reg,1333870456189767680,2020-12-01 20:27:53,CareerArc 2.0,0,0,1244,neutral
760,we seek raise bar high not healthcare everywhere by support nurse w,1333870313428250624,2020-12-01 20:27:19,CareerArc 2.0,1,1,1244,positive
761,want work brentwood tn view late opening businessmgmt,1333866017731186688,2020-12-01 20:10:15,CareerArc 2.0,0,0,1320,negative
762,look surgeon role miami fl hca healthcare florida east div hire today click apply,1333865175489736709,2020-12-01 20:06:54,CareerArc 2.0,0,0,384,neutral
763,we believe excellent people make excellence happen be part something big hca healthcare englewood c,1333864976159629312,2020-12-01 20:06:06,CareerArc 2.0,0,0,1237,positive
764,all company make hire military spouse priority hca healthcare hire 11 000 military spouse,1333863826048102401,2020-12-01 20:01:32,LinkedIn,2,0,72,negative
765,want land job like neurointerventionalist opportunity east florida hca healthcare florida east divisi,1333863745357922304,2020-12-01 20:01:13,CareerArc 2.0,0,0,133,neutral
766,hca houston healthcare conroe collaborative healthcare network driven physician nurse colleague,1333860763094532097,2020-12-01 19:49:22,CareerArc 2.0,1,1,1218,neutral
767,we excite opportunity nurse ready take next step career hca houston healthcare wes,1333853356901740548,2020-12-01 19:19:56,LinkedIn,0,0,92,positive
768,we eagerly embrace challenge profession welcome new opportunity grow make positive impac,1333851634879721472,2020-12-01 19:13:06,CareerArc 2.0,1,1,1304,positive
769,want land job like registered nurse prn nicu hca houston healthcare northwest applicant track syste,1333846673479528448,2020-12-01 18:53:23,CareerArc 2.0,0,0,363,neutral
770,we seek raise bar high not healthcare everywhere be big goal,1333842670775459841,2020-12-01 18:37:28,CareerArc 2.0,1,1,1261,positive
771,we excite opportunity nurse ready take next step career hca houston healthcare wes,1333842323046850561,2020-12-01 18:36:06,LinkedIn,1,0,27,positive
772,hca healthcare hire nashville tn click link bio apply senior functional test analyst it musiccity,1333841365822631938,2020-12-01 18:32:17,CareerArc 2.0,0,0,406,neutral
773,don shy score job like geriatric psychiatry opportunity nashville tennessee hca healthcare trist,1333836692122263555,2020-12-01 18:13:43,CareerArc 2.0,0,0,10,negative
774,hca houston healthcare tomball collaborative healthcare network driven physician nurse colleague h,1333832286458953728,2020-12-01 17:56:13,CareerArc 2.0,2,1,1261,neutral
775,want work hca healthcare midamerica division we hire independence mo click link bio,1333830217064873985,2020-12-01 17:47:59,CareerArc 2.0,0,0,177,neutral
776,we believe excellent people make excellence happen be part something big hca healthcare webster tx,1333821899168641024,2020-12-01 17:14:56,CareerArc 2.0,1,1,1261,positive
777,we believe excellent people make excellence happen be part something big hca healthcare sarasota fl,1333819207742414848,2020-12-01 17:04:14,CareerArc 2.0,2,0,1218,positive
778,today december 1 give tuesday global generosity movement support community organization worldwide,1333818220273340416,2020-12-01 17:00:19,Khoros,1,0,2575,neutral
779,today givingtuesday global generosity movement the challenge 2020 impact u leave,1333815530382299136,2020-12-01 16:49:38,Khoros,0,0,1555,neutral
780,today givingtuesday global generosity movement the challenge 2020 impact u leave,1333815369706983427,2020-12-01 16:48:59,Khoros,0,0,133,neutral
781,today givingtuesday global generosity movement the challenge 2020 impact u leave,1333815299020296192,2020-12-01 16:48:43,Khoros,0,0,627,neutral
782,together raise bar strive give people healthiertomorrow if commit improving live,1333815168086675457,2020-12-01 16:48:11,CareerArc 2.0,0,0,1109,positive
783,today givingtuesday global generosity movement the challenge 2020 impact u leave,1333814967217360900,2020-12-01 16:47:23,Khoros,0,0,1835,neutral
784,today givingtuesday global generosity movement the challenge 2020 impact u leave,1333814915023466506,2020-12-01 16:47:11,Khoros,0,0,1779,neutral
785,today givingtuesday global generosity movement the challenge 2020 impact u leave,1333814861982261248,2020-12-01 16:46:58,Khoros,0,0,1195,neutral
786,today givingtuesday global generosity movement the challenge 2020 impact u leave,1333814529441083392,2020-12-01 16:45:39,Khoros,0,0,52,neutral
787,today givingtuesday global generosity movement the challenge 2020 impact u leave,1333814395944710145,2020-12-01 16:45:07,Khoros,0,0,4047,neutral
788,we hire cypress tx click link bio apply job painter plant operation,1333813567359860737,2020-12-01 16:41:50,CareerArc 2.0,0,0,162,neutral
789,be look position company feel support personally professionally well respo,1333811510720643073,2020-12-01 16:33:39,CareerArc 2.0,1,1,1261,positive
790,our recruitment team hca houston healthcare conroe help realize full professional potentia,1333808819583913985,2020-12-01 16:22:58,CareerArc 2.0,1,1,1218,positive
791,hca virginia healthcare launch new air ambulance service tuesday improve patient transport,1333804876875313153,2020-12-01 16:07:18,SocialFlow,0,0,101971,positive
792,great place live relocate austin texas we offer relocation assistance healthcare job s,1333803052046770189,2020-12-01 16:00:03,LinkedIn,1,0,72,positive
793,be part team put care improvement human life else we believe excellent people,1333800987501289473,2020-12-01 15:51:50,CareerArc 2.0,1,1,1307,positive
794,together raise bar strive give people healthiertomorrow if commit improving live,1333800694088757251,2020-12-01 15:50:40,CareerArc 2.0,0,0,1304,positive
795,hca virginia healthcare launch new air ambulance service tuesday improve patient transport,1333799284110549010,2020-12-01 15:45:04,Hootsuite Inc.,0,0,135,positive
796,today give tuesday global generosity movement support celebrate community organization worldwid,1333798950969561089,2020-12-01 15:43:45,Twitter Web App,1,0,73,neutral
797,hca healthcare florida east div look experienced team member miami fl click apply,1333797930851995659,2020-12-01 15:39:42,CareerArc 2.0,0,0,384,neutral
798,together raise bar strive give people healthiertomorrow if commit improving live,1333797828036947975,2020-12-01 15:39:17,CareerArc 2.0,0,0,1244,positive
799,what matter u give people absolute best healthcare possible we never settle status quo joi,1333797565595217920,2020-12-01 15:38:15,CareerArc 2.0,0,0,1244,positive
800,what matter u give people absolute best healthcare possible we never settle status quo joi,1333797565595217920,2020-12-01 15:38:15,CareerArc 2.0,0,0,1244,positive
801,can recommend anyone nurse job pasadena tx click link bio see regist,1333796822981124096,2020-12-01 15:35:18,CareerArc 2.0,0,0,363,neutral
802,last year alone hca healthcare colleague invest 156 000 hour volunteer community that,1333793640578093061,2020-12-01 15:22:39,Twitter Web App,0,1,788,neutral
803,we focus keep benefit fair smart competitive full package reward support health l,1333790734156066821,2020-12-01 15:11:06,CareerArc 2.0,1,1,1261,positive
804,great place live relocate austin texas we offer relocation assistance healthcare job s,1333787271464505358,2020-12-01 14:57:20,LinkedIn,0,0,3,positive
805,just like family pull together care support celebrate if look tr,1333785420006506496,2020-12-01 14:49:59,CareerArc 2.0,0,0,1320,neutral
806,the new technology hand hca healthcare physician tool hand video gamers acros,1333782255047749632,2020-12-01 14:37:24,LinkedIn,1,0,72,positive
